task,dataset,metric,reference,spear_rho,pear_rho,spear_p,pear_p
ratings,all,c_v,nytimes_full,0.37675739605721903,0.4412628056483635,1.491841528930359e-11,1.0014719637528854e-15
ratings,all,c_v,train,0.4044968755856523,0.504709022520474,3.0814866159452656e-13,8.549039841913219e-21
ratings,all,c_v,val,0.4187035290091485,0.3096037426210846,3.656862779938582e-14,4.369671498965622e-08
ratings,all,c_v,wikitext_full,0.43087971255617746,0.4986619559413813,5.423116733849696e-15,2.895402599184221e-20
intrusions,wikitext,c_npmi_10,full,0.33630084952228806,0.33076007517502054,2.581089117816922e-05,3.564277352357206e-05
intrusions,wikitext,c_npmi_10,nytimes_full,0.3318282741404611,0.278202765007999,3.350868078093831e-05,0.0005666836535743043
intrusions,wikitext,c_npmi_10,train,0.4402340478238845,0.409462059575045,1.7282416582107653e-08,1.9624319572586712e-07
intrusions,wikitext,c_npmi_10,val,0.1715497618126979,0.09509370910454798,0.03581182847334324,0.24705275867154325
intrusions,wikitext,c_v,full,0.37228570553555984,0.38670328606662313,2.7166714969900885e-06,1.0184819261945124e-06
intrusions,wikitext,c_v,nytimes_full,0.3204642262312329,0.30244932464370033,6.388070503513859e-05,0.00016873789795782978
intrusions,wikitext,c_v,train,0.376989143047159,0.41718581411876504,1.9827570462203647e-06,1.090818750097517e-07
intrusions,wikitext,c_v,val,0.1949571516696648,0.1621255969471962,0.01681444537049135,0.047462686643660885
intrusions,nytimes,c_npmi_10,full,0.25888417625731575,0.1985717192419789,0.001379711696932551,0.014852291459802925
intrusions,nytimes,c_npmi_10,train,0.25471236641714584,0.21111718678764538,0.0016578685506542254,0.009505583160395828
intrusions,nytimes,c_npmi_10,val,0.24503259143623385,0.18821768854332677,0.002510036050890834,0.021079515868382484
intrusions,nytimes,c_npmi_10,wikitext_full,0.41896040253438804,0.33738477293466335,9.51141117943382e-08,2.4214036848826317e-05
intrusions,nytimes,c_v,full,0.331491704499576,0.339597759575356,3.416777457292804e-05,2.1238222629171912e-05
intrusions,nytimes,c_v,train,0.32145542705655816,0.3339741414490759,6.044627493996515e-05,2.9579477689742216e-05
intrusions,nytimes,c_v,val,0.3466159338370233,0.345185096502237,1.3919589748232962e-05,1.5184284228713762e-05
intrusions,nytimes,c_v,wikitext_full,0.38637528074317,0.3996606385173485,1.0420166261254927e-06,4.048888307568633e-07
intrusions,all,c_npmi_10,full,0.3009602161617591,0.24819913667763144,1.0680460743388377e-07,1.3661408610424498e-05
intrusions,all,c_npmi_10,nytimes_full,0.28743852424833843,0.2265262250992682,4.082141108564303e-07,7.534278879723495e-05
intrusions,all,c_npmi_10,train,0.3187765953234594,0.2671845943906371,1.639322041662927e-08,2.6782730373839242e-06
intrusions,all,c_npmi_10,val,0.1971124636126832,0.1254946159180565,0.0005956614158777584,0.0297686881942857
intrusions,all,c_npmi_10,wikitext_full,0.39436390836106927,0.3365463014177447,1.3262619545894082e-12,2.2291694674310413e-09
intrusions,all,c_v,full,0.31193589547033074,0.3304038268232333,3.4163309144406004e-08,4.508041424307513e-09
intrusions,all,c_v,nytimes_full,0.3100097936363541,0.308695379859625,4.187018384070612e-08,4.806528025065223e-08
intrusions,all,c_v,train,0.3404154085270213,0.3537004818939257,1.419102577930079e-09,2.869075286506186e-10
intrusions,all,c_v,val,0.276523507578723,0.22289703123111132,1.1461985974010805e-06,9.873940910384088e-05
intrusions,all,c_v,wikitext_full,0.415302795415145,0.4256450953301397,6.147381491039503e-14,1.243590621475307e-14
ratings,wikitext,c_npmi_10,full,0.39705556892864224,0.4308550908501333,4.889386273531843e-07,3.7189403940512816e-08
ratings,wikitext,c_npmi_10,nytimes_full,0.3520474577255559,0.3349714367416375,9.967138410315442e-06,2.7904819507577883e-05
ratings,wikitext,c_npmi_10,train,0.4153197691650615,0.4330869835583953,1.258804536279613e-07,3.1054992193810826e-08
ratings,wikitext,c_npmi_10,val,0.24114778503058923,0.16651864527799817,0.002951567795261018,0.04168917194607279
ratings,wikitext,c_v,full,0.40969887548375694,0.5159100584396039,1.9278343370057772e-07,1.4132344659155405e-11
ratings,wikitext,c_v,nytimes_full,0.31019816441231784,0.37714001252124935,0.00011196204982006425,1.9626686304293786e-06
ratings,wikitext,c_v,train,0.3948407531292263,0.5375401868285644,5.732617304044809e-07,1.3165648894233088e-12
ratings,wikitext,c_v,val,0.365496044747507,0.24092879911442128,4.243486004927067e-06,0.0029784288444738055
ratings,nytimes,c_npmi_10,full,0.3826993439918596,0.2922405470969249,1.3437868595543886e-06,0.00028473427955658906
ratings,nytimes,c_npmi_10,train,0.3646064947532875,0.2678732859049973,4.495459638637665e-06,0.0009193878959665161
ratings,nytimes,c_npmi_10,val,0.3815567873160415,0.2555608510147272,1.4534153797100846e-06,0.0015974686245543862
ratings,nytimes,c_npmi_10,wikitext_full,0.48381583538121276,0.319189581198727,3.5649229742055894e-10,6.856624226531556e-05
ratings,nytimes,c_v,full,0.4171492907223577,0.4907351486828276,1.0938902316459105e-07,1.828107686091347e-10
ratings,nytimes,c_v,train,0.45097270563388847,0.5358105126917571,6.981851177240997e-09,1.6017105547011069e-12
ratings,nytimes,c_v,val,0.4468420158565154,0.5103208995603864,9.931121562062472e-09,2.540630355767975e-11
ratings,nytimes,c_v,wikitext_full,0.4693398610148356,0.5092401005322139,1.375125669694509e-09,2.842284779461647e-11
ratings,all,c_npmi_10,full,0.4290222598475157,0.3612237922610897,7.29218502892118e-15,1.1219850620335492e-10
ratings,all,c_npmi_10,nytimes_full,0.3824109149942329,0.30175237423300894,6.966869293867143e-12,9.852343653238968e-08
ratings,all,c_npmi_10,train,0.39493614554915996,0.31910043733336646,1.222940136875373e-12,1.5825876823269285e-08
ratings,all,c_npmi_10,val,0.34986624932098775,0.19183856139533398,4.586320977799154e-10,0.00083795178736393
ratings,all,c_npmi_10,wikitext_full,0.43614892812716316,0.34397610485021557,2.3178906123836156e-15,9.313594814632992e-10
ratings,all,c_v,full,0.4081189134726003,0.49673778837615284,1.8068008648293465e-13,4.247117366617512e-20
ratings,all,c_v,nytimes_full,0.35521155689823664,0.43162490706680007,2.380674156685889e-10,4.81315789148481e-15
ratings,all,c_v,train,0.4214195962681412,0.5246873294480527,2.4049446696259762e-14,1.2726324496569141e-22
ratings,all,c_v,val,0.4355751285637244,0.32321158997911503,2.544512793016599e-15,1.0083162194317409e-08
ratings,all,c_v,wikitext_full,0.41289882025379054,0.48810242638152923,8.843451426343341e-14,2.301509992792554e-19
intrusions,wikitext,c_npmi_10,full,0.38370406821935465,0.3468518362083821,1.253929808638202e-06,1.3720878313488648e-05
intrusions,wikitext,c_npmi_10,nytimes_full,0.3680010175459029,0.31229624783212373,3.6039254021514427e-06,9.9996121902298e-05
intrusions,wikitext,c_npmi_10,train,0.36618605788199077,0.36487145641409763,4.0573199586497936e-06,4.418960479760241e-06
intrusions,wikitext,c_npmi_10,val,0.20564645122766725,0.1261006459872859,0.011582390889395599,0.12413761168239996
intrusions,wikitext,c_v,full,0.38138712777137623,0.3834620208755987,1.4704026993954597e-06,1.2750388204153573e-06
intrusions,wikitext,c_v,nytimes_full,0.3347706908688636,0.31010415297227606,2.8234567952472383e-05,0.00011252831328131562
intrusions,wikitext,c_v,train,0.3238423801444758,0.36214525247746876,5.287254628493067e-05,5.268642139581603e-06
intrusions,wikitext,c_v,val,0.2581523547426756,0.20441539549116766,0.0014251932379105148,0.012101277494824036
intrusions,nytimes,c_npmi_10,full,0.30492247936165595,0.23531571391135017,0.00014821509496679855,0.003746811947489054
intrusions,nytimes,c_npmi_10,train,0.24786715796059255,0.20522134707351009,0.002226596656310017,0.011759318634206675
intrusions,nytimes,c_npmi_10,val,0.22618383185718086,0.1519068452432736,0.005383165091574085,0.06349748506409285
intrusions,nytimes,c_npmi_10,wikitext_full,0.4377601804745794,0.3539912871478402,2.120171463472057e-08,8.830887848575267e-06
intrusions,nytimes,c_v,full,0.3951850332356216,0.42261939187124675,5.593001161691625e-07,7.152544554710976e-08
intrusions,nytimes,c_v,train,0.3517498215378221,0.34675510268520543,1.01528691973124e-05,1.3802035287162282e-05
intrusions,nytimes,c_v,val,0.30981465319620105,0.31157655522940714,0.00011428891049738026,0.0001039591394843933
intrusions,nytimes,c_v,wikitext_full,0.451063396740513,0.43877725622595276,6.927681378446349e-09,1.9496755098607506e-08
intrusions,all,c_npmi_10,full,0.285688092560661,0.23624736469660998,4.831514905887448e-07,3.572773013862208e-05
intrusions,all,c_npmi_10,nytimes_full,0.31056158432136166,0.25659655349615473,3.950574702259149e-08,6.750075183978446e-06
intrusions,all,c_npmi_10,train,0.3195438200868915,0.2627362538104519,1.5079793238478616e-08,3.968507451141097e-06
intrusions,all,c_npmi_10,val,0.16877413935614816,0.09676503631104265,0.003366649330062287,0.09433699139390965
intrusions,all,c_npmi_10,wikitext_full,0.4044225954248594,0.3518403717653417,3.115198358247202e-13,3.6050934783802913e-10
intrusions,all,c_v,full,0.33461467836630904,0.35480143729878383,2.7864388401227072e-09,2.5045969654425963e-10
intrusions,all,c_v,nytimes_full,0.33138316959701786,0.3182546474026221,4.033441980540754e-09,1.734922206481247e-08
intrusions,all,c_v,train,0.3441852256185065,0.36808604491466745,9.084558305897318e-10,4.662908354802273e-11
intrusions,all,c_v,val,0.2924087843027628,0.20790526231962048,2.513846546292713e-07,0.0002881929293818306
intrusions,all,c_v,wikitext_full,0.3790928565792631,0.390355216892311,1.0911631406745221e-11,2.3307073603152665e-12
ratings,wikitext,c_npmi_10,full,0.42707410137770563,0.4383581218526388,5.032249936693154e-08,2.0182767823014846e-08
ratings,wikitext,c_npmi_10,nytimes_full,0.36621297849979106,0.35222558286903316,4.050216154723029e-06,9.857526061148368e-06
ratings,wikitext,c_npmi_10,train,0.40897917305674747,0.41492271718128254,2.0348285983787796e-07,1.2976144471511854e-07
ratings,wikitext,c_npmi_10,val,0.28407593433640294,0.20928597103030505,0.000426746884894316,0.010160867127301491
ratings,wikitext,c_v,full,0.3895887237007911,0.5101353147950898,8.321704729816123e-07,2.5901233184820525e-11
ratings,wikitext,c_v,nytimes_full,0.30978037927687335,0.3799580789202646,0.00011449904182492395,1.621179662513612e-06
ratings,wikitext,c_v,train,0.4092477553363486,0.5381267580658761,1.9942520260470039e-07,1.2315683957765475e-12
ratings,wikitext,c_v,val,0.3481652088528008,0.2518522584992703,1.2662630958143241e-05,0.001877106158652055
ratings,nytimes,c_npmi_10,full,0.40377085336688656,0.298113264906867,2.996801718488712e-07,0.00021122871314595976
ratings,nytimes,c_npmi_10,train,0.3946917489118694,0.3135585087195973,5.794068604185085e-07,9.338433088412075e-05
ratings,nytimes,c_npmi_10,val,0.422297758042041,0.311457935710511,7.335006022057538e-08,0.00010462623853534719
ratings,nytimes,c_npmi_10,wikitext_full,0.4346764798870833,0.24782423346039284,2.7291770729635924e-08,0.0022306629077822326
ratings,nytimes,c_v,full,0.43012551251137254,0.5210498804348953,3.9435586901131556e-08,8.162814952822712e-12
ratings,nytimes,c_v,train,0.4109931692529996,0.5092591345607884,1.7488180753948167e-07,2.8366839319636598e-11
ratings,nytimes,c_v,val,0.44097345933382687,0.5264769975355916,1.625306799429499e-08,4.5265182681958896e-12
ratings,nytimes,c_v,wikitext_full,0.49072404503254324,0.5018077178255834,1.8300899288670736e-10,6.083562710362285e-11
ratings,all,c_npmi_10,full,0.39994073443240874,0.3087648556767271,5.976401967665634e-13,4.7716796291865396e-08
ratings,all,c_npmi_10,nytimes_full,0.37665976338482804,0.2999975035651558,1.5113935065714298e-11,1.1777310340941276e-07
ratings,all,c_npmi_10,train,0.4185985880790206,0.3437897301530201,3.716275451989366e-14,9.52243311378176e-10
ratings,all,c_npmi_10,val,0.3621011367302165,0.20325716081624307,1.0040082505679811e-10,0.0003957922379054354
ratings,all,c_npmi_10,wikitext_full,0.46440851432200436,0.36920006885155426,1.8721605982638654e-17,4.03547166805694e-11
ratings,all,c_v,full,0.3868546933961596,0.4885256016873667,3.789745463175058e-12,2.1209436786019772e-19
ratings,all,c_v,nytimes_full,0.3564842441887831,0.42254226847844106,2.0328737349087356e-10,2.0202019106744806e-14
ratings,all,c_v,train,0.42737975620206553,0.5213625795343599,9.46080025127402e-15,2.6133613639464528e-22
ratings,all,c_v,val,0.43708421578656337,0.3231754814150905,1.990191567569101e-15,1.012346162240365e-08
ratings,all,c_v,wikitext_full,0.3859274652109402,0.45090460659255793,4.306402681328776e-12,1.9796832270187086e-16
intrusions,wikitext,c_npmi_10,full,0.39526919608786165,0.38270994980265666,5.559367407967491e-07,1.342807102050869e-06
intrusions,wikitext,c_npmi_10,nytimes_full,0.36948089955733343,0.32955319584245885,3.270255281344254e-06,3.8207400508279016e-05
intrusions,wikitext,c_npmi_10,train,0.3096188724576813,0.2840247956106557,0.00011549409333623093,0.00042781347621837455
intrusions,wikitext,c_npmi_10,val,0.1767850904887592,0.09614367723485644,0.030454458882059537,0.24184898771168648
intrusions,wikitext,c_v,full,0.3239202931174861,0.34806620589320925,5.264101898263684e-05,1.2739635633928226e-05
intrusions,wikitext,c_v,nytimes_full,0.2848591280808631,0.26883510094039437,0.0004107159856544001,0.0008795789599063653
intrusions,wikitext,c_v,train,0.31733560857830706,0.3326256789391582,7.595864036294163e-05,3.199454131623432e-05
intrusions,wikitext,c_v,val,0.2253050449526864,0.17376927695817665,0.005570227583971584,0.03345056454660264
intrusions,nytimes,c_npmi_10,full,0.28930093792345957,0.22935538878933517,0.0003298516466690243,0.004753865162380888
intrusions,nytimes,c_npmi_10,train,0.2214630730488496,0.14948860270862568,0.006458009778791275,0.06787868256155584
intrusions,nytimes,c_npmi_10,val,0.22213198406625348,0.17271933776067216,0.006294923060389977,0.03455059387935461
intrusions,nytimes,c_npmi_10,wikitext_full,0.4447609756389684,0.3391160261041256,1.1839290300225662e-08,2.185506170010701e-05
intrusions,nytimes,c_v,full,0.33649898166094,0.33662948970151585,2.5511785991517494e-05,2.531655367496922e-05
intrusions,nytimes,c_v,train,0.3611206464834884,0.3622417385911955,5.626316437256771e-06,5.236093848674489e-06
intrusions,nytimes,c_v,val,0.36736870191862514,0.3771912116850469,3.756130701589907e-06,1.9558955019677253e-06
intrusions,nytimes,c_v,wikitext_full,0.46763379190718996,0.4689787427031209,1.605673667503798e-09,1.4210899753012076e-09
intrusions,all,c_npmi_10,full,0.31650251129295043,0.27322611737185215,2.0968574229606e-08,1.5522886992222076e-06
intrusions,all,c_npmi_10,nytimes_full,0.2638809891633121,0.21337009178189134,3.589005877621761e-06,0.00019670148999753292
intrusions,all,c_npmi_10,train,0.3336976300296708,0.2631883760919047,3.096151070897563e-09,3.8142603476437623e-06
intrusions,all,c_npmi_10,val,0.17090335400250553,0.09186674323132446,0.0029813583420086865,0.11230997333491732
intrusions,all,c_npmi_10,wikitext_full,0.4246912286664077,0.3679937282355276,1.444396517758071e-14,4.718968443897219e-11
intrusions,all,c_v,full,0.3435950044382452,0.361467158667782,9.745480518334474e-10,1.0879721849143208e-10
intrusions,all,c_v,nytimes_full,0.2950126103057182,0.2932220857916549,1.9427774802956894e-07,2.3200727529644675e-07
intrusions,all,c_v,train,0.35490555066620927,0.3712336513455229,2.4725568179621915e-10,3.0952987507907093e-11
intrusions,all,c_v,val,0.25266663802723105,0.19079422324845663,9.417458615715542e-06,0.000895607026049389
intrusions,all,c_v,wikitext_full,0.41642300964163514,0.4255818774317585,5.183989568418546e-14,1.2560076574376647e-14
ratings,wikitext,c_npmi_10,full,0.4398836945345751,0.44882496657846094,1.7791756773272544e-08,8.390559569313223e-09
ratings,wikitext,c_npmi_10,nytimes_full,0.35436725608010056,0.329399672807959,8.625756503182766e-06,3.854579582988925e-05
ratings,wikitext,c_npmi_10,train,0.41685035169829915,0.4184767124656285,1.119343150690917e-07,9.874125210031535e-08
ratings,wikitext,c_npmi_10,val,0.28567276409621667,0.21124422615182117,0.00039465302540069394,0.00946153902548393
ratings,wikitext,c_v,full,0.35482140600167433,0.47200389291504213,8.383978380775221e-06,1.0776754163015218e-09
ratings,wikitext,c_v,nytimes_full,0.3213848584197833,0.3968792004249092,6.0684949977709375e-05,4.951937651040039e-07
ratings,wikitext,c_v,train,0.4003313621859776,0.5167731513892065,3.85594621243069e-07,1.28962699273234e-11
ratings,wikitext,c_v,val,0.2992691700439658,0.24002767839793523,0.00019902144362127358,0.003091299814772543
ratings,nytimes,c_npmi_10,full,0.3710224263902586,0.27121294367460197,2.953979923712989e-06,0.0007878548317557936
ratings,nytimes,c_npmi_10,train,0.40624666641838614,0.29400406372813265,2.4951248663231214e-07,0.00026048756782869027
ratings,nytimes,c_npmi_10,val,0.38339334206767794,0.2694321300990825,1.281089661740955e-06,0.0008556704394153566
ratings,nytimes,c_npmi_10,wikitext_full,0.4690389336192442,0.27192155829441367,1.4133270940462032e-09,0.0007622710591287979
ratings,nytimes,c_v,full,0.37834665233043835,0.4713212260289946,1.8088237609574595e-06,1.1473609672747127e-09
ratings,nytimes,c_v,train,0.4528371110356005,0.5359821635582276,5.946087231552706e-09,1.5709280999290335e-12
ratings,nytimes,c_v,val,0.4384446166624269,0.5213212299074468,2.0039326088121426e-08,7.927640988600009e-12
ratings,nytimes,c_v,wikitext_full,0.43754190480849026,0.49551401694427394,2.158584831299623e-08,1.1425168212267925e-10
ratings,all,c_npmi_10,full,0.36835845684666896,0.33039699762620933,4.501236268190034e-11,4.511533556445058e-09
ratings,all,c_npmi_10,nytimes_full,0.4117689220451639,0.31690071432391714,1.0481324158896081e-13,2.0086942199361874e-08
ratings,all,c_npmi_10,train,0.41565647889576646,0.32873592636762533,5.825695876034322e-14,5.44346761895545e-09
ratings,all,c_npmi_10,val,0.3352096501829552,0.18473701343428384,2.6017892530276483e-09,0.0013085897800366568
ratings,all,c_npmi_10,wikitext_full,0.45296125329914055,0.335063281805253,1.3915980269441288e-16,2.6460832803657947e-09
ratings,all,c_v,full,0.41372639663572264,0.5150766784647053,7.805412284165893e-14,9.970562735018974e-22
ratings,all,c_v,nytimes_full,0.37643628288966396,0.439817929311941,1.557092388355441e-11,1.2712598212258308e-15
ratings,all,c_v,train,0.4244514694839517,0.5229019008092491,1.4996659180479427e-14,1.874753884547583e-22
ratings,all,c_v,val,0.395039847167112,0.2840706908702871,1.2050763559246655e-12,5.639954664967401e-07
ratings,all,c_v,wikitext_full,0.4212347967591306,0.4854326638921987,2.474802481719152e-14,3.8436609719324043e-19
intrusions,wikitext,c_npmi_10,full,0.39975222593099735,0.39271805086285877,4.0220088109893213e-07,6.669725847667277e-07
intrusions,wikitext,c_npmi_10,nytimes_full,0.3431152709011717,0.28764154738345254,1.7206916697270333e-05,0.0003581581601906606
intrusions,wikitext,c_npmi_10,train,0.40296283396562177,0.38837716214359247,3.180435341695541e-07,9.060567090179575e-07
intrusions,wikitext,c_npmi_10,val,0.17906054038662836,0.10180791224673881,0.028347746311576705,0.21509369981008183
intrusions,wikitext,c_v,full,0.342977123534645,0.34402807613820907,1.7350585702622065e-05,1.6285457315321405e-05
intrusions,wikitext,c_v,nytimes_full,0.3405422700387361,0.31515335842573766,2.007612593437211e-05,8.561430720090229e-05
