dataset,model,topic_idx,human_idx,c_npmi_10_full,c_npmi_10_nytimes_full,c_npmi_10_test,c_npmi_10_train,c_npmi_10_val,c_uci_full,c_v_full,c_v_nytimes_full,c_v_test,c_v_train,c_v_val,u_mass_full,scores_raw,confidences_raw,c_npmi_10_wikitext_full,c_v_wikitext_full,task
nytimes,dvae,6,9,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,3,1,0.261076215,0.8966929873,ratings
nytimes,dvae,6,10,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,3,1,0.261076215,0.8966929873,ratings
nytimes,dvae,6,11,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,3,1,0.261076215,0.8966929873,ratings
nytimes,dvae,6,12,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,2,0,0.261076215,0.8966929873,ratings
nytimes,dvae,6,13,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,3,1,0.261076215,0.8966929873,ratings
nytimes,dvae,6,14,0.2802441709,,0.280408448,0.2841018911,0.2618130606,3.1824407662,0.9155912239,,0.915734322,0.9168439888,0.9149336984,-1.4633610406,3,1,0.261076215,0.8966929873,ratings
nytimes,dvae,7,0,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,0,,,ratings
nytimes,dvae,7,1,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,0,,,ratings
nytimes,dvae,7,2,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,1,,,ratings
nytimes,dvae,7,3,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,1,,,ratings
nytimes,dvae,7,4,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,1,,,ratings
nytimes,dvae,7,5,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,0,,,ratings
nytimes,dvae,7,6,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,0,,,ratings
nytimes,dvae,7,7,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,0,,,ratings
nytimes,dvae,7,8,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,2,1,,,ratings
nytimes,dvae,7,9,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,0,,,ratings
nytimes,dvae,7,10,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,1,,,ratings
nytimes,dvae,7,11,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,1,,,ratings
nytimes,dvae,7,12,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,1,,,ratings
nytimes,dvae,7,13,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,3,1,,,ratings
nytimes,dvae,7,14,0.177307897,,0.1788288623,0.1602316713,0.0920322152,2.0191259679,0.8658180118,,0.8660158208,0.8704966107,0.8635735418,-2.2886408248,1,0,,,ratings
nytimes,dvae,8,0,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,1,0,,,ratings
nytimes,dvae,8,1,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,0,,,ratings
nytimes,dvae,8,2,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,1,,,ratings
nytimes,dvae,8,3,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,1,0,,,ratings
nytimes,dvae,8,4,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,1,1,,,ratings
nytimes,dvae,8,5,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,0,,,ratings
nytimes,dvae,8,6,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,1,0,,,ratings
nytimes,dvae,8,7,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,0,,,ratings
nytimes,dvae,8,8,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,1,1,,,ratings
nytimes,dvae,8,9,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,0,,,ratings
nytimes,dvae,8,10,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,1,,,ratings
nytimes,dvae,8,11,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,1,,,ratings
nytimes,dvae,8,12,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,1,,,ratings
nytimes,dvae,8,13,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,3,1,,,ratings
nytimes,dvae,8,14,0.3026923124,,0.3015653355,0.3494181385,0.2784205559,3.2759182678,0.9334535814,,0.933546761,0.9025818615,0.9065937745,-2.1559879672,2,0,,,ratings
nytimes,dvae,9,0,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,1,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,2,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,3,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,2,1,,,ratings
nytimes,dvae,9,4,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,2,1,,,ratings
nytimes,dvae,9,5,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,6,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,7,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,8,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,9,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,10,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,11,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,12,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,9,13,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,2,1,,,ratings
nytimes,dvae,9,14,0.1334880508,,0.1260637445,0.1042176222,0.0545174655,1.0698535843,0.7358218365,,0.7353183512,0.7119223402,0.6696339515,-3.2904361988,3,1,,,ratings
nytimes,dvae,10,0,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,1,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,2,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,3,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,4,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,5,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,6,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,7,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,8,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,9,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,10,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,11,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,12,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,2,1,,,ratings
nytimes,dvae,10,13,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,10,14,0.2296727098,,0.231266085,0.2152736793,0.1337777559,2.6829031165,0.8468144192,,0.8481364897,0.8430579816,0.7533211441,-2.5270380003,3,1,,,ratings
nytimes,dvae,11,0,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,1,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,2,0,,,ratings
nytimes,dvae,11,2,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,3,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,4,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,2,1,,,ratings
nytimes,dvae,11,5,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,2,0,,,ratings
nytimes,dvae,11,6,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,7,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,8,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,2,1,,,ratings
nytimes,dvae,11,9,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,10,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,11,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,12,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,11,13,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,0,,,ratings
nytimes,dvae,11,14,0.2266502251,,0.2262247369,0.2136511186,0.2005829851,2.6676424602,0.8583302718,,0.857974464,0.8577878454,0.8309553547,-2.1145447918,3,1,,,ratings
nytimes,dvae,12,0,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,1,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,2,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,3,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,4,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,5,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,6,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,7,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,8,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,9,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,10,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,11,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,12,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,13,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,12,14,0.305170521,,0.3054315729,0.3053536665,0.2571040543,3.715175234,0.9192598321,,0.919205597,0.9167421839,0.9241003711,-1.6158223866,3,1,,,ratings
nytimes,dvae,13,0,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,1,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,2,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,3,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,4,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,5,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,6,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,7,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,8,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,9,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,2,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,10,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,11,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,12,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,13,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,2,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,13,14,0.2547026648,,0.2537014138,0.2732699612,0.2309829528,3.1513094549,0.9286505214,,0.9281628197,0.9348287644,0.9252807289,-1.7034992683,3,1,0.1803219791,0.8554359873,ratings
nytimes,dvae,14,0,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,1,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,2,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,3,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,4,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,5,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,6,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,7,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,8,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,9,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,14,10,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,11,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,12,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,0,,,ratings
nytimes,dvae,14,13,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,2,0,,,ratings
nytimes,dvae,14,14,0.4278905867,,0.427689672,0.4289355297,0.4234230949,4.4892854428,0.9774118665,,0.9773156733,0.9765359492,0.9787181385,-0.5985329674,3,1,,,ratings
nytimes,dvae,15,0,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,1,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,2,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,2,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,3,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,4,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,2,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,5,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,6,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,2,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,7,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,8,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,2,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,9,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,10,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,11,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,12,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,13,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
nytimes,dvae,15,14,0.1791011787,,0.180326869,0.149582808,0.1024054056,1.6119486319,0.813206896,,0.8111941968,0.7216301299,0.6579833307,-3.2153798696,3,1,0.1091145047,0.7160049833,ratings
